Rep,Constituency,State,Question,Requires Attention,Categories
Vivian Wong Shir Yee,Sandakan,Sabah,"SOALAN PUAN VIVIAN WONG SHIR YEE [ SANDAKAN ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan apakah rancangan Kerajaan untuk mengatasi kekurangan penjanaan elektrik yang kritikal di Pantai Timur Sabah, yang mana ia kini menghadapi margin rizab negatif lebih daripada 30%.",Yes,Energy Transition
Vivian Wong Shir Yee,Sandakan,Sabah,SOALAN PUAN VIVIAN WONG SHIR YEE [ SANDAKAN ] minta MENTERI PENGANGKUTAN menyatakan adakah Kementerian akan memperkenalkan skim subsidi bas berhenti-henti atau bas mini untuk Sabah sama seperti pas perjalanan My50 yang dinikmati oleh pengguna pengangkutan awam di Lembah Klang pada ketika ini.,No,Transportation
Vivian Wong Shir Yee,Sandakan,Sabah," minta Menteri Pembangunan Kerajaan  Tempatan menyatakan sama ada terdapat peruntukan yang diperuntukkan di bawah RMKe-12 bagi membina tapak pelupusan sisa pepejal menggunakan teknologi sanitari (sanitary landfill) yang sesuai bagi menggantikan tapak pelupusan sampah sedia ada di Sandakan, yang terkenal dengan bahaya atau ancaman alam sekitar kepada masyarakat setempat.",Yes,Waste
Ali Anak Biju,Saratok,Sarawak,"SOALAN DATUK ALI ANAK BIJU [ SARATOK ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan:(a) perancangan Kerajaan untuk membangunkan Industri Perlombongan Unsur Nadir Bumi Radioaktif (NR-REE) secara holistik di negara ini; dan (b) adakah status SOP Perlombongan NR-REE telah dimuktamadkan oleh jawatankusa eksekutif berikutan satu projek perintis di mukim Kendering, daerah Hulu Perak di negeri Perak yang telah dijalankan pada tahun lepas.",Yes,Mining
Ali Anak Biju,Saratok,Sarawak,"SOALAN DATUK ALI ANAK BIJU [ SARATOK ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan:(a) berapa jumlah daripada RM10.76 bilion untuk menampung subsidi tarif elektrik bagi membantu rakyat seperti yang Kerajaan Persekutuan pada 16 Disember yang lepas akan disalurkan untuk pengguna di Sarawak ; dan (b) apakah mekanisme yang akan diguna pakai untuk menyalurkan ke Sarawak.",Yes,Energy Transition
Ali Anak Biju,Saratok,Sarawak,"SOALAN DATUK ALI ANAK BIJU [ SARATOK ] minta MENTERI PERTANIAN DAN KETERJAMINAN MAKANAN menyatakan adakah Kementerian bercadang untuk menaikkan lagi bantuan subsidi racun dan baja untuk petani, pekebun dan peladang yang terkesan teruk dan peningkatan kos bahan-bahan berkenaan juga telah mempengaruhi harga sayuran di pasaran sebagai contoh.",No,Food Security
Yuneswaran A/L Ramaraj,Segamat,Johor,"SOALAN TUAN YUNESWARAN A/L RAMARAJ [ SEGAMAT ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan pelan kesinambungan rancangan tebatan banjir yang difokuskan untuk Segamat pada tahun ini dan apakah teknologi perparitan yang sedang diusahakan untuk mengurangkan risiko limpahan air sungai akibat hujan lebat yang boleh menjejaskan kediaman serta perusahaan pertanian penduduk setempat.",Yes,Development;Flood
Yuneswaran A/L Ramaraj,Segamat,Johor,minta Menteri Komunikasi dan Digital  menyatakan perancangan khusus untuk menaik taraf capaian internet serta rangkaian telekomunikasi di Parlimen Segamat dan apakah bentuk pembangunan fasiliti telekomunikasi yang sedang difokuskan di kawasan-kawasan luar bandar Segamat termasuklah hotspots banjir.,No,Development;Flood
William Leong Jee Keen,Selayang,Selangor,"SOALANTUAN WILLIAM LEONG JEE KEEN [SELAYANG] minta MENTERIKERJA RAYA menyatakan sama ada Pelan Strategik LembagaLebuhraya Malaysia 2021 - 2025 akan dikaji semula memandangkanpembinaan lebuh raya bertingkat bertol di bandar tidak digalakkan danpatut digantikan dengan mod alternatif, iaitu sistem pengangkutan awamyang lebih berkesan dan holistik.",No,Transportation;Development
William Leong Jee Keen,Selayang,Selangor,"SOALAN TUAN WILLIAM LEONG JEE KEEN [SELAYANG] minta MENTERI KERJA RAYA menyatakan sebab-sebab perancangan dan pembinaan lebuh raya tidak dijalankan dengan secara holistik dengan pengangkutan awam seperti MRT, LRT, KTM, bas Rapid dan operasi bas dan pengangkutan yang lain, dan apakah cadangan untuk rancangan holistik tersebut dilaksanakan.",Yes,Transportation
William Leong Jee Keen,Selayang,Selangor,"SOALAN TUAN WILLIAM LEONG JEE KEEN [ SELAYANG ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan langkah-langkah mitigasi pencemaran udara yang patut diambil untuk mengurangkan pelepasan habuk dan asap daripada Blacktop Industries Sdn. Bhd. bersebelahan Batu 15 Rawang, Selangor.",Yes,Pollution;Air
William Leong Jee Keen,Selayang,Selangor," minta Menteri Pembangunan Kerajaan  Tempatan menyatakan sama ada kajian telah dibuat untuk melaksanakan proses alternatif untuk pengurusan sisa pepejal selain daripada menggunakan insinerator seperti ‘mechanical biological treatment, ‘anaerobic digestion’, ‘autoclaving,’ ‘mechanical heat treatment’ atau ‘plasma arc gasification’ atau masih menggunakan tapak pelupusan dan menggantung pembinaan insinerator sementara menunggu penentuan bahawa insinerator tidak akan menyebabkan pencemaran.",No,Pollution;Water;Energy Transition;Air
Hishammuddin Bin Tun Hussein,Sembrong,Johor,"SOALAN DATO’ SERI HISHAMMUDDIN TUN HUSSIEN [ SEMBRONG ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan apakah pelan tindakan kerajaan untuk menguruskan banjir menerusi Dasar Air Negara yang akan dibangunkan kelak memandangkan jumlah kerugian kemusnahan harta benda dan kemudahan awam akibat banjir telah mencecah RM7.1 bilion dari 2017 hingga 2021 berdasarkan rekod Jabatan Pengairan Saliran Malaysia (JPS) dan Jabatan Perangkaan Malaysia (DOSM).",No,Climate Disaster;Flood
Mohd Shafie Bin Apdal,Semporna,Sabah,SOALAN DATUK SERI PANGLIMA HAJI MOHD SHAFIE BIN HAJI APDAL [ SEMPORNA ] minta PERDANA MENTERI menyatakan jumlah terkini rizab minyak dan gas bagi telaga cari gali di Sabah dan Sarawak yang dimiliki oleh Petroliam Nasional Berhad.,No,Energy Transition;Fossil Fuel
Teresa Kok Suh Sim,Seputeh,Kuala Lumpur,"SOALAN PUAN TERESA KOK SUH SIM [ SEPUTEH ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan strategi untuk memastikan deklarasi (voluntary pledge) litupan hutan sekurang-kurangnya 50% daripada keluasan tanah negara yang dibuat di Kemuncak Bumi Rio pada 1992 dapat dilaksanakan memandangkan litupan hutan di kawasan Semenanjung adalah di bawah 50%.",Yes,Fossil Fuel
Teresa Kok Suh Sim,Seputeh,Kuala Lumpur,minta Menteri Perladangan dan Komoditi  menyatakan jumlah keluasan tanah yang telah ditanam kelapa sawit di Malaysia. Kenapa tanah penanaman sawit yang telah dipersijilkan MSPO boleh mencecah 113.99 peratus dalam app MSPO-TRACE setakat Januari 2023.,Yes,Environment
Shaharizukirnain Bin Abd. Kadir,Setiu,Terengganu,"Assalamualaikum warahmatullahi wabarakatuh. [Membaca selawat]. Tuan Yang di-Pertua, Yang Berhormat Menteri, saya membawa perhatian kepada Yang Berhormat tentang keperluan pembaikan segera dilaksanakan bagi hakisan pantai yang berlaku di Kampung Pengkalan Maras, daerah Kuala Nerus dan Kampung Bari Kechil, daerah Setiu. Kedua-duanya dalam kawasan Parlimen Setiu. Tuan Yang di-Pertua, kejadian hakisan Pantai Bari Kechil ini berdekatan Tanah Perkuburan Islam Kampung Bari Kechil, dikesan mulai berlaku pada 1 Januari 2022 sehingga menimbulkan kebimbangan penduduk sekitar berikutan hakisan yang dijangka akan menghakis sehingga ke tanah perkuburan tersebut. Pantai Bari Kechil terletak lebih kurang 40 kilometer dari Bandar Permaisuri dan lebih kurang 90 kilometer utara Kuala Terengganu. Pantai Bari Kechil terkenal sebagai salah satu tempat rekreasi dan perkelahan di daerah Setiu selain turut dikenali sebagai satu kawasan tempat pengumpulan hasil laut dan juga tumpuan bagi pelancong luar dan dalam negeri. Di pantai ini terdapat satu kem untuk aktiviti perkhemahan yang terkenal sebagai kawasan perkhemahan bagi pelajar dan belia iaitu di Kem Bari. Persisiran pantai ini juga merupakan salah satu tempat pendaratan penyu. Untuk makluman, fenomena perubahan cuaca dan pasang surut air laut yang tinggi serta ombak kuat, menyebabkan berlaku hakisan pantai yang serius dan boleh mengancam harta benda dan infrastruktur. Terdapat beberapa struktur yang dibina sebagai penyelesaian sementara telah musnah terutama akibat pantai terhakis semasa musim tengkujuh. Antara struktur terlibat adalah wakaf, jalan tar di pesisiran pantai dan struktur awam. Hakisan yang berlaku juga mengancam kawasan Perkuburan Islam Kampung Bari Kechil dan tapak Pekan Budaya serta taman rekreasi. Panjang pantai yang terhakis ialah sepanjang empat kilometer.  Bagi pantai Pengkalan Maras pula, ia terletak di daerah Kuala Nerus, kira- kira 20 kilometer dari Bandar Kuala Terengganu dan merupakan satu kawasan perkampungan nelayan. Oleh sebab kawasan ini terletak menghadap Laut Cina Selatan maka, ia sangat terdedah kepada ombak yang kuat terutama pada musim tengkujuh dan berlakunya hakisan pantai pada kadar 30 hingga 60 meter setahun. Hakisan yang berlaku sangat cepat dan memberi kesan kepada penduduk, pengusaha-pengusaha chalet, kedai dan juga merosakkan jalan raya. Untuk makluman, Projek Hakisan Pantai Kuala Nerus telah diluluskan dalam RMKe-11 tetapi belum dilaksanakan iaitu belum ditender. Sehubungan dengan itu, saya amat menyeru kepada Yang Berhormat Menteri untuk melaksanakan pembaikan ini bagi memberi perlindungan segera terhadap tanah perkuburan, infrastruktur, kediaman penduduk serta tempat- tempat rekreasi, yang terletak berhampiran dengan pantai. Dengan terlaksananya projek ini, keadaan pantai menjadi lebih efisien dan stabil. Ini menjadikan kawasan sekitar menarik untuk pembangunan zon pantai. Sekian, terima kasih.",No,Landslide
Shaharizukirnain Bin Abd. Kadir,Setiu,Terengganu,"Assalamualaikum warahmatullahi wabarakatuh. [Membaca selawat] Terima kasih Tuan Yang di- Pertua. Yang Berhormat Timbalan Menteri, saya membawa perhatian kepada Yang Berhormat tentang keperluan segera kerja-kerja mendalamkan muara Sungai Merang, Setiu, Terengganu. Muara Sungai Merang merupakan pangkalan utama bagi kegunaan pelancongan ke Pulau Redang, Pulau Helang Tengah, Pulau Bidong dan nelayan tempatan. Pada masa ini, jeti pelancongan sepanjang 120 meter itu tidak dapat digunakan kerana pemendapan pasir yang serius di bahagian hadapan jeti dan di kawasan muara. Selain pelancongan, aktiviti perikanan merupakan satu aktiviti penting di kawasan muara Sungai Merang. Pada masa ini, terdapat lebih 100 buah bot nelayan yang beroperasi di kawasan ini. Kebanyakan bot yang terdapat di sini adalah bot kecil kelas ‘A’ dan ‘B’, selain itu juga terdapat lebih kurang 100 buah speed boat yang menggunakan muara tersebut sebagai laluan keluar masuk. Tuan Yang Dipertua, laluan pelayaran sedia ada yang sempit berubah- ubah dan terdedah terus kepada tindakan ombak amat mudah mengalami masalah kecetekan. Selain itu juga kawasan sekitar di up-stream muara Sungai Merang sentiasa mengalami banjir setiap tahun yang melibatkan 2,000 orang penduduk. Sehubungan dengan itu, saya amat menyeru kepada Yang Berhormat Menteri untuk melaksanakan kerja ini, kerana kerja-kerja pengorekan yang berterusan diperlukan bagi memastikan laluan sentiasa berfungsi. Dengan terlaksananya projek ini, bot-bot nelayan tempatan dan pelancongan akan dapat berlabuh pada bila-bila masa tanpa perlu menunggu air pasang. Ini akan dapat membantu meningkatkan taraf hidup nelayan dan memajukan industri pelancongan serta banjir dapat dikurangkan kerana air dapat keluar ke laut dengan cepat dan juga mengurangkan kerosakan harta benda serta tanaman penduduk.  Sekian, terima kasih.",No,Development;Fishing
Shaharizukirnain Bin Abd. Kadir,Setiu,Terengganu,"SOALAN TUAN SHAHARIZUKIRNAIN BIN ABD. KADIR [ SETIU ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan status pelaksanaan projek Wakaf Air mengikut negeri dan adakah Kementerian akan meneruskan program ini.",No,Water
Azli Bin Yusof,Shah Alam,Selangor,SOALAN TUAN AZLI BIN YUSOF [SHAH ALAM] minta MENTERI EKONOMI menyatakan sejauh manakah usaha-usaha dan matlamat Kerajaan dalam melestarikan Ekonomi Hijau atau ‘Green Economy’ di Malaysia menjelang tahun 2030.,No,Environment
Ahmad Tarmizi Bin Sulaiman,Sik,Kedah,SOALAN TUAN AHMAD TARMIZI BIN SULAIMAN [ SIK ] minta MENTERI PERTANIAN DAN KETERJAMINAN MAKANAN menyatakan perancangan Kementerian bagi menangani kesan perubahan iklim dalam memastikan bekalan agromakanan negara tidak terjejas.,Yes,Climate Change;Food Security
Hasni Bin Mohammad,Simpang Renggam,Johor," minta Menteri Sumber  Asli, Alam Sekitar dan Perubahan Iklim menyatakan status terkini mengenai hasrat Malaysia untuk menjadi negara ‘Carbon Neutral’ menjelang 2050 yang juga terkandung dalam Rancangan Malaysia Ke-12.",Yes,Climate Change
Aminolhuda Bin Hassan,Sri Gading,Johor,"SOALAN YB TUAN HAJI AMINOLHUDA BIN HASSAN [ SRI GADING ] minta MENTERI PEMBANGUNAN KERAJAAN TEMPATAN menyatakan apakah tindakan dan langkah Kementerian yang telah diambil untuk mengelakkan banjir kilat yang sering berlaku ke atas kampung sekitar Bukit Payong selepas pembinaan penempatan pembuangan sampah di bukit berkenaan khasnya Kampung Mohd Nor, Batu 5, Parit Sulong.",Yes,Waste
Aminolhuda Bin Hassan,Sri Gading,Johor,"SOALAN TUAN HAJI AMINOLHUDA BIN HASSAN [ SRI GADING ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan: (a) jumlah peruntukan yang telah diterima oleh Jabatan Pengairan dan Saliran dari tahun 2018 hingga 2022; dan (b) pecahan peruntukan tersebut mengikut setiap negeri untuk kerja-kerja perparitan.",No,Water;Development
Wong Chen,Subang,Selangor,"SOALAN TUAN WONG CHEN [SUBANG] minta MENTERI KEWANGAN menyatakan inisiatif Kerajaan dalam mengawal selia pasaran karbon sukarela yang diwujudkan baru-baru ini, Bursa Carbon Exchange (BCX) untuk melengkapkan peraturan sedia ada Bursa Malaysia.",Yes,Climate Change;Energy Transition
Wong Chen,Subang,Selangor,SOALAN TUAN WONG CHEN [SUBANG] minta PERDANA MENTERI menyatakan langkah-langkah proaktif yang akan diambil oleh Kerajaan untuk mengubah Akta Pembangunan Petroleum 1974 untuk mengehadkan kuasa budi bicara Perdana Menteri justeru memastikan Petronas melapor kepada Parlimen Malaysia.,Yes,Fossil Fuel
Muslimin Bin Yahaya,Sungai Besar,Selangor,SOALAN DATUK HAJI MUSLIMIN BIN YAHAYA [ SUNGAI BESAR ] minta MENTERI PERTANIAN DAN KETERJAMINAN MAKANAN menyatakan apakah usaha untuk membantu para pesawah yang terbeban dengan kenaikan kos input pertanian baja dan racun sehingga menjejaskan sumber pendapatan mereka.,Yes,Food Security
Muslimin Bin Yahaya,Sungai Besar,Selangor,"SOALAN DATUK HAJI MUSLIMIN BIN YAHAYA minta MENTERI PEMBANGUNAN USAHAWAN DAN KOPERASI menyatakan usaha Kementerian untuk membantu usahawan perusahaan mikro, kecil dan sederhana (PMKS) terutama di negeri negeri yang terjejas akibat banjir yang berlaku. 1",No,Flood
Mohammed Taufiq Bin Johari,Sungai Petani,Kedah,"SOALAN DR. MOHAMMED TAUFIQ BIN JOHARI [ SUNGAI PETANI ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan berikutan termeterai memorandum persefahaman antara Perbadanan Menteri Besar Kedah bersama Jangka Bakat Minerals Sdn. Bhd. dan Xiamen Tungsten Co. Ltd. berhubung perlombongan Rare Earth Elements (REE), adakah Kerajaan Negeri Kedah telah memohon Penilaian Impak Alam Sekitar untuk aktiviti tersebut dan kawasan manakah yang akan terlibat.",Yes,Rare Earth
Wong Kah Woh,Taiping,Perak,SOALAN YB TUAN WONG KAH WOH [ TAIPING ] minta MENTERI PEMBANGUNAN KERAJAAN TEMPATAN senaraikan hotspot banjir kilat dalam rekod Kerajaan di sekitar kawasan Taiping serta punca- puncanya. Sama ada Kerajaan bersedia untuk memberikan peruntukan tambahan yang secukupnya kepada Kerajaan negeri dan Kerajaan tempatan untuk menangani isu banjir kilat yang dinyatakan.,No,Flood
Wong Kah Woh,Taiping,Perak,"SOALAN TUAN WONG KAH WOH [ TAIPING ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan status penyiapan pembinaan Loji Rawatan Kumbahan Serantau dan rangkaian paip pembetungan di Taiping, Perak. Apakah tindakan yang akan diambil ke atas kontraktor yang telah gagal memastikan jalan diturap semula dengan sempurna semasa/selepas projek dilaksa",No,Development
Mohd Isam Bin Mohd Isa,Tampin,Negeri Sembilan,"SOALAN DATO’ MOHD ISAM BIN MOHD ISA [ TAMPIN ] minta MENTERI PERTANIAN DAN KETERJAMINAN MAKANAN minta menyatakan statistik semasa golongan belia yang berkecimpung dalam bidang pertanian, penternakan dan perikanan mengikut pecahan negeri serta mekanisma baharu untuk memperkasa Program Agropreneur Muda (PAM) agar dapat menyokong Pelan Tindakan Dasar Sekuriti Makanan 2021 - 2025.",No,Food Security
Mohd Isam Bin Mohd Isa,Tampin,Negeri Sembilan," minta Menteri Pertanian dan Keterjaminan  Makanan menyatakan pelan intervensi terhadap industri pertanian, penternakan dan perikanan yang sering mengalami kerugian saban tahun akibat bencana banjir bagi memastikan kelangsungan serta keterjaminan makanan negara.",No,Food Security;Flood
Bakri Bin Jamaluddin,Tangga Batu,Melaka,"SOALAN TUAN HAJI BAKRI BIN JAMALUDDIN [ TANGGA BATU ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan apakah ada usaha untuk mengkaji semula dan melaksanakan kembali projek Rancangan Tebatan Banjir (RTB) bernilai RM932 juta yang dirancang di Krubong, Sungai Duyong, Jasin, Alor Gajah dan Merlimau yang telah pun dibatalkan oleh Perdana Menteri sedangkan projek ini telah mula berjalan.",Yes,Flood
Bakri Bin Jamaluddin,Tangga Batu,Melaka,minta Menteri Pertanian dan  Keterjaminan Makanan menyatakan jumlah peratusan hasil perikanan dalam masa 10 tahun dan langkah-langkah bagi meningkatkan sumber bekalan perikanan laut negara.,Yes,Fishing
